,Unnamed: 0,filename,au-name,au-birth,au-death,title,au-gender,firsted-yr,printSource-yr,form,spelling,data-capture,token count,vols_count,size,bgrf,author_wikidata,author_MiMoText-ID,title_wikidata,title_MiMoText-ID,lang,publisher,distributor,distribution_date,copyright_status,digitalSource_Title,digitalSource_Ref,digitalSource_Publisher,digitalSource_Date,printSource_title,printSource_author,printSource_pubPlace,printSource_publisher,printSource_date,resp_datacapture,resp_encoding,summary,sentiment,probability,sentiment_label,gender_label
32,32,Bernardin_Paul,Jacques Henri Bernardin de Saint-Pierre,1737,1814,Paul et Virginie,M,1787,1806,homodiegetic,modern,semi-automatic transcription,64369,1,medium,88.101,Q361976,Q866,Q2293012,Q3971,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Paul et Virginie,https://www.ebooksgratuits.com/details.php?book=1682,Ebooks Libres & Gratuits,2008,Paul et Virginie,Jacques-Henri Bernardin de Saint Pierre,Paris,P. Didot l'aîné,1806,Ebooks libres et gratuits contributors,Julia Dudar,"Le premier motif qui m'engagea à faire une édition recherchée de Paul et
Virginie que j'ai dessinée, fut le grand succès de ce petit ouvrage.",positive,0.7691945433616638,2,1
33,33,Berquin_Enfants,Arnaud Berquin,1747,1791,L'ami des Enfants,M,1782,1845,mixed,modern,semi-automatic transcription,38324,1,short,82.14,Q350566,Q114,Q123126381,Q1052,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,LAmiDesEnfants,https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/,txtlab,2016,L'ami des enfants,Arnaud Berquin,Paris,Didier,1845,unknown,Amelie Probst,"Frédéric De Leyris porte un perroquet empaillé ; et montant sur un fauteuil, il
l'accroche à un cordon déjà suspendu au plancher.",neutral,0.843730628490448,1,1
34,34,Blanchard_Philetas,Pierre Blanchard,1772,1856,Philétas,M,1800,1800,autodiegetic,historical,semi-automatic transcription,27292,1,short,00.50,Q21416437,Q129,Q123126382,Q1173,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Philétas,: roman pastoral",https://books.google.de/books?id=G-UFAAAAQAAJ,Google Books,2007,"Philétas, roman pastoral, par Pierre Blanchard.",Pierre Blanchard,Paris,Cailleau,1800,googlebooks,Johanna Konstanciak,"A l'heure des fêtes de fin d'année, ""Le Monde"" publie une série d'ouvrages
consacrés à l'écrivain et poète. Cette semaine, un recueil de poèmes de l'auteur
de ""L'Epoque"".",neutral,0.7989550828933716,1,1
35,35,Boismortier_Histoire,Suzanne Bodin de Boismortier,1722,1799,Histoire de Jacques Féru,F,1766,1766,homodiegetic,historical,semi-automatic transcription,7294,1,short,66.12,Q3505914,Q138,Q123126513,Q1558,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2023,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Histoire de Jacques Seru et de valeureuse demoiselle Agathe Mignard ;                        écrite par un ami d'iceux avec des airs notés,https://gallica.bnf.fr/ark:/12148/bpt6k63560161,Bibliothèque national de France,2012,"Histoire de Jacques Feru, et de valeureuse Damoiselle Agathe Mignard;                        Ecrite par un Ami d'iceux.",Suzanne Bodin de Boismortier,"La Haye, Paris",Cuissart,1766,gallica,Johanna Konstanciak,"La chronique de Roger-Pol Droit, à propos de « Pierre le Long », de Jacques
Féru.",neutral,0.8690499663352966,1,2
36,36,Boufflers_Reine,Stanislas de Boufflers,1738,1815,La Reine de Golgonde,M,1760,1761,autodiegetic,modern,semi-automatic transcription,4445,1,short,61.6,Q918355,Q153,Q123126452,Q1025,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,La Reine de Golgonde,https://www.frantext.fr/,Frantext,unknown,La Reine de Golgonde,Stanislas-Jean de Boufflers,unknown,unknown,1761,frantext,Johanna Konstanciak,"Je m'abandonne à vous, ma plume ; jusqu'ici mon esprit vous a conduite;
conduisez aujourd'hui mon esprit, et commandez à votre maître.",neutral,0.7744524478912354,1,1
37,37,Brument_Henriette,Brument,unknown,unknown,Henriette de Wolmar,U,1768,1768,heterodiegetic,historical,semi-automatic transcription,20739,1,short,68.17,0,Q176,Q123246881,Q1632,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Henriette De Wolmar, Ou la Mere Jalouse De Sa Fille Histoire Veritable ;                        Pour servir de suite à la Nouvelle Héloise par J. J. R.",https://opendata.uni-halle.de//handle/1981185920/44901,Halle (Saale): Universitäts- und Landesbibliothek Sachsen-Anhalt,2010,"Henriette de Wolmar, ou la mere jalouse de sa fille, histoire veritable,                        Pour servir de suite à la Nouvelle Héloïse, Par J. J. R.",Brument,"Geneve, Paris","Delalain, Valade",1768,Universitäts- und Landesbibliothek Sachsen-Anhalt,Johanna Konstanciak,"Le lien qui nous unit depuis si longtemps, m'engage aujourd'hui à t'écrire. Je
veux rendre à l'amitié l'hommage que tant de gens adressent à cet ami.",positive,0.8396977186203003,2,0
38,38,CastilhonJL_Zingha,Jean-Louis Castilhon,1721,1798,"Zingha, reine d'Angola",M,1769,1769,heterodiegetic,historical,semi-automatic transcription,42519,1,short,69.23,Q3166691,Q211,Q123193866,Q1683,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Zingha, reine d'Angola : histoire africaine... ([Reprod.]) / par M. L.                        Castilhon",https://gallica.bnf.fr/ark:/12148/bpt6k85830z,Bibliothèque national de France,2007,"Zingha, reine d'Angola. Histoire Africaine, en deux parties.",Jean-Louis Castilhon,Paris,Lacombe,1769,gallica,Johanna Konstanciak,"Le caractère de Zingha m'a paru mériter d'être développé. D'après l'historien
Anglois, cet ouvrage n'est rien moins qu'une traduction littérale et littérale.",positive,0.6289820075035095,2,1
39,39,CastilhonJ_Robert,Jean Castilhon,1720,1799,"Histoire de Robert le Diable, duc de Normandie; et de Richard sans peur, son fils",M,1769,1769,heterodiegetic,modern,semi-automatic transcription,56538,1,medium,69.22,Q2363786,Q210,Q123193865,Q1682,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Histoire de Robert le Diable, Duc de Normandie ; et de Richard Sans                        Peur, son fils",https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/517/,The Intertextual Hub,unknown,"Histoire de Robert le Diable, Duc de Normandie ; et de Richard Sans                        Peur, son fils",Jean Castilhon,Paris,Lacombe,1769,Hub18thcFrench,"Henning Gebhard, Johanna Konstanciak","Nous nous méprenons si souvent sur les objets de nos vœux, nous lui imputons des
malheurs que nous nous faisons nous nous nous mutuellement.",negative,0.9267754554748535,0,1
40,40,Cazotte_Diable,Jacques Cazotte,1719,1792,Le Diable amoureux,M,1772,1871,autodiegetic,modern,semi-automatic transcription,26070,1,short,72.17,Q425373,Q217,Q1994609,Q1040,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Le Diable amoureux,https://fr.wikisource.org/wiki/Le_Diable_amoureux,Wikisource,2021,Le Diable amoureux,Jacques Cazotte,Paris,Henri Plon,1871,Wikisource contributors,Amelie Probst,"« Ecrire sans trembler ». Après les attaques du 13 novembre à Paris, des auteurs
s'expriment dans un numéro spécial du « Monde des livres ». Le texte de
l'écrivain belge, qui s'est exprimé à l'occasion du salon Livre Paris (15-18
mars).",negative,0.9051955342292786,0,1
41,41,Cazotte_Honneur,Jacques Cazotte,1719,1792,L'Honneur perdu et recouvré,M,1788,1817,heterodiegetic,modern,semi-automatic transcription,14965,1,short,88.41,Q425373,Q217,Q123392352,Q3975,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Œuvres badines et morales, t. 2., L'Honneur perdu et recouvré",https://www.frantext.fr/,Frantext,unknown,L'Honneur perdu et recouvré,Jacques Cazotte,Paris,unknown,1817,frantext,Johanna Konstanciak,"Adieu châteaux, palais, principautés, ambition, tyrannie et tyrannie et
esclavage brillants.",negative,0.8412160277366638,0,1
42,42,Cazotte_Ollivier,Jacques Cazotte,1719,1792,Ollivier,M,1763,1817,heterodiegetic,historical,semi-automatic transcription,59531,1,medium,63.19,Q425373,Q217,Q123193867,Q1028,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Œuvres badines et morales, t. 1., Ollivier",https://www.frantext.fr/,Frantext,unknown,Ollivier,Jacques Cazotte,Paris,Jean-François Bastien,1817,frantext,Amelie Probst,"A la veille de la présidentielle, des journalistes du ""Monde"" revisitent les
lieux qui ont marqué leur jeunesse pour raconter comment leur pays s'est
transformée.",positive,0.5370672941207886,2,1
43,43,Charriere_Caliste,Isabelle de Charrière,1740,1805,Caliste ou continuation des Lettres écrites de Lausanne,F,1787,1787,mixed,modern,semi-automatic transcription,29960,1,short,87.30,Q123386,Q231,Q122945488,Q2240,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,CalisteOuLettresDeLausanne,https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/,txtlab,2016,Caliste ou Lettres écrites de Lausanne,Isabelle de Charrière,unknown,unknown,1787,unknown,Amelie Probst,"A la veille de la présidentielle, ""Le Monde"" donne la parole à ceux qui font
bouger les régions dans le domaine culturel.",positive,0.8587494492530823,2,2
44,44,Charriere_Femmes,Isabelle de Charrière,1740,1805,Trois Femmes,F,1795,1795,heterodiegetic,modern,semi-automatic transcription,40344,1,short,96.18,Q123386,Q231,Q123000926,Q1087,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,TroisFemmes,https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/,txtlab,2016,Trois Femmes,Isabelle De Charrière,unknown,unknown,1795,unknown,Amelie Probst,"A la veille de l'élection présidentielle, ""Le Monde"" donne la parole à ceux qui
font bouger les régions dans le domaine culturel.",positive,0.8555622100830078,2,2
45,45,Charriere_Lausanne,Isabelle de Charrière,1740,1805,Lettres écrites de Lausanne,F,1785,1787,epistolary,modern,semi-automatic transcription,23794,1,short,85.24,Q123386,Q231,Q122945531,Q1066,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,CalisteOuLettresDeLausanne,https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/,txtlab,2016,Caliste ou Lettres écrites de Lausanne,Isabelle de Charrière,unknown,unknown,1787,unknown,Amelie Probst,"Le 30 novembre 1784. Combien vous avez tort de vous plaindre! Un gendre d'un
mérite médiocre, mais que votre fille a épousé sans répugnance; un établissement
que vous-même regardez comme avantageux, mais sur lequel vous avez été à peine
consultée!",negative,0.9277685880661011,0,2
46,46,Charriere_Neuchateloises,Isabelle de Charrière,1740,1805,Lettres neuchâteloises,F,1784,1991,epistolary,modern,semi-automatic transcription,19651,1,short,84.18,Q123386,Q231,Q123193940,Q2125,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Lettres Neuchâteloises,https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/664/,The Intertextual Hub,unknown,Lettres neuchâteloises,Isabelle de Charrière,Paris,La Différence,1991,Hub18thcFrench,"Henning Gebhard, Johanna Konstanciak","A la veille de la présidentielle, des journalistes du ""Monde"" revisitent les
lieux qui ont marqué leur jeunesse pour raconter comment leur « petite France »
s'est transformée.",neutral,0.551202654838562,1,2
47,47,Charriere_Noble,Isabelle de Charrière,1740,1805,Le noble,F,1763,1908,heterodiegetic,modern,semi-automatic transcription,7007,1,short,63.21,Q123386,Q231,Q123193871,Q1470,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,LE NOBLE,https://athena.unige.ch/athena/charriere/charriere-le-noble.html,Athena: Pierre Perroud,1997,Le Noble (conte moral),Madame de Charrière,Genève,Jullien,1908,Athena,Johanna Konstanciak,"On ne suit pas toujours ses Aïeux, ni son Père (La Fontaine) il y avait dans une
des provinces de France un château très ancien, habité par un vieux rejeton
d'une famille encore plus ancienne.",neutral,0.8094483613967896,1,2
48,48,Charriere_Observations,Isabelle de Charrière,1740,1805,Observations et conjectures politiques,F,1788,1788,heterodiegetic,modern,semi-automatic transcription,4815,1,short,88.43,Q123386,Q231,Q123193870,Q2290,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Observations et conjectures politiques,https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/702/,The Intertextual Hub,unknown,Observations et conjectures politiques,Isabelle de Charrière,unknown,unknown,1788,Hub18thcFrench,"Henning Gebhard, Johanna Konstanciak","La révocation de l'Édit concernant les Protestants Hanau, le-janvier 1788, n'est
pas un hasard.",negative,0.9151622653007507,0,2
49,49,Charriere_Ruines,Isabelle de Charrière,1740,1805,Les Ruines d'Yedburg,F,1799,1799,heterodiegetic,modern,semi-automatic transcription,17383,1,short,98.35,Q123386,Q231,Q123392312,Q3976,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Les Ruines d'Yedburg,https://fr.wikisource.org/wiki/Les_Ruines_d%27Yedburg,Wikisource,2020,Les Ruines d'Yedburg,Isabelle de Charrière,Leipzig,Pierre Philippe Wolf,1799,Wikisource contributors,"Henning Gebhard, Johanna Konstanciak","L'une des branches d'une très ancienne famille d'Écosse était tombée dans
l'oubli et l'abjection. Ses malheurs datent de trop pour qu'on puisse en rendre
compte avec exactitude.",negative,0.9271829724311829,0,2
50,50,Charriere_Sainte,Isabelle de Charrière,1740,1805,Sainte Anne,F,1799,1799,heterodiegetic,modern,semi-automatic transcription,26210,1,short,98.35,Q123386,Q231,Q123392353,Q3977,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Sainte Anne,https://fr.wikisource.org/wiki/Sainte_Anne,Wikisource,2020,Sainte Anne,Isabelle de Charrière,Leipzig,Pierre Philippe Wolf,1799,Wikisource contributors,"Henning Gebhard, Johanna Konstanciak","A la veille de la présidentielle, ""Le Monde"" donne la parole à ceux qui font
bouger les régions dans le domaine culturel.",positive,0.8587494492530823,2,2
51,51,Chaussard_Diable,Pierre-Jean-Baptiste Chaussard,1766,1823,Le Nouveau Diable boiteux,M,1799,1798-1799,heterodiegetic,historical,semi-automatic transcription,83995,2,short,99.57,Q3383151,Q233,Q123193873,Q2730,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Le Nouveau Diable boiteux. Tableau philosophique et moral de Paris.                        Mémoires mis en lumière et enrichis de notes par le docteur Dicaculus, de                        Louvain....","https://gallica.bnf.fr/ark:/12148/bpt6k64625732, https://gallica.bnf.fr/ark:/12148/bpt6k6462574g",Bibliothèque national de France,"2013, 2013","Le Nouveau Diable boiteux. Tableau philosophique et moral de Paris.                        Mémoires mis en lumière et enrichis de notes par le docteur Dicaculus, de                        Louvain...",Pierre-Jean-Baptiste Chaussard,Paris,F. Buisson,1798-1799,TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL),Johanna Konstanciak,"A l'occasion des Journées mondiales de la jeunesse, qui se tiennent jusqu'au 24
août à Paris, ""Le Monde"" propose une série d'expositions sur le thème de l'art.",neutral,0.5256366729736328,1,1
52,52,Chevrier_Colporteur,François-Antoine Chevrier,1721,1762,Le Colporteur,M,1761,1761,heterodiegetic,modern,semi-automatic transcription,43001,1,short,62.11,Q3083281,Q235,Q123193874,Q1026,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Le Colporteur : histoire morale et critique,https://www.frantext.fr/,Frantext,unknown,Le Colporteur : histoire morale et critique,François-Antoine Chevrier,Londres,Jean Nourse,1761,frantext,Johanna Konstanciak,"Le colporteur, histoire morale et critique. Ah! C'est vous, chevalier, dit la
marquise de Sarmé, en voyant entrer un de ces merveilleux qui ont l'agréable
talent de tromper, de ruiner et de déshonorer toutes les femmes?",negative,0.9264510273933411,0,1
53,53,Chevrier_Magakou,François-Antoine Chevrier,1721,1762,Ma-Gakou histoire japonnoise,M,1752,1752,heterodiegetic,historical,semi-automatic transcription,15683,1,short,52.18,Q3083281,Q235,Q123193875,Q1249,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Ma-Gakou, histoire japonnoise , traduite par l'auteur D. R. D. S.",https://gallica.bnf.fr/ark:/12148/bpt6k1512688p,Bibliothèque national de France,2017,"Ma-Gakou histoire japonnoise, traduite par l'Auteur D. R. D. S.",François-Antoine Chevrier,Paris,Jacques-François Mérigot,1752,gallica,Johanna Konstanciak,"""Le mérite fait tout chez vous, et l'argent que vous regardez comme la source
des crimes, n'excite que votre indignation, jusqu'à quand, illustrez-moi la
vingt-septième partie des suffrages dont vous jouissez dans le souterrain
littératre que votre Maître.""",negative,0.9238351583480835,0,1
54,54,Colombe_Plaisirs,Etienne-Guillaume Sainte-Colombe,1725,unknown,Les plaisirs d'un jour ou la journée d'une provinciale à Paris,M,1764,1764,heterodiegetic,historical,semi-automatic transcription,41914,1,short,64.41,0,Q867,Q123246882,Q1508,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2023,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Les Plaisirs d'un jour; ou La journée d'une provinciale à Paris,https://gallica.bnf.fr/ark:/12148/bpt6k3044876t,Bibliothèque nationale de France,2019,Les plaisirs d'un jour; ou la journée d'une provinviale a Paris.,Monsieur de Sainte Colombe,Bruxelles,unknown,1764,gallica,Johanna Konstanciak,"L'abbé, qui est le beaudiseur, et le croniqueeur de cette aimable Société, est
un homme charmant, qui a passé les trois quarts de sa vie, à recueillir toutes
les anecdottes scandaleuses; son étude a été si fructueuse pour lui, qu'il est
devenu la",negative,0.46493834257125854,0,1
55,55,Constant_Laure,Samuel de Constant,1729,1800,"Laure, ou Lettres de quelques personnes de Suisse",M,1787,"1787, 1786, 1688 [sic], 1786, 1786, 1786, 1786, 1787",epistolary,historical,"double keying, semi-automatic transcription",274893,7,long,86.27,Q55229494,Q255,Q123193876,Q1067,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Laure, ou Lettres de quelques personnes de Suisse....","https://gallica.bnf.fr/ark:/12148/bpt6k9754329n, https://gallica.bnf.fr/ark:/12148/bpt6k97543287, https://books.google.de/books?id=noYNAAAAQAAJ, https://books.google.de/books?id=gwicZzS8M8wC, https://gallica.bnf.fr/ark:/12148/bpt6k9753969x, https://gallica.bnf.fr/ark:/12148/bpt6k9753968h, https://gallica.bnf.fr/ark:/12148/bpt6k9754031p","Bibliothèque national de France, Google Books","2016, 2016, 2007, 2018, 2016, 2016, 2016, 2016","Laure, ou Lettres de quelques personnes de Suisse",Samuel de Constant de Rebecque,"Genève, Paris","Barde, Manget et Cie","1787, 1786, 1688 [sic], 1786, 1786, 1786, 1786, 1787","double keying by ""Jiangsu"", China ; OCR","Julia Dudar, Johanna Konstanciak","A monSIEUR B tienne un paquet de lettres que je voudrais faire imprimer ; ne
m'en demandez pas la raison, je vous en prie; je crois en vérité que je n'en ai
point de bonnes; je ne puis aller nulle part.""",negative,0.8808749914169312,0,1
56,56,Constant_Mari,Samuel de Constant,1729,1800,Le mari sentimental,M,1783,1783,epistolary,modern,semi-automatic transcription,39223,1,short,83.22,Q55229494,Q255,Q123193877,Q2091,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,LE MARI SENTIMENTAL,https://athena.unige.ch/athena/constant-s/constant-le-mari-sentimental.html,Athena: Pierre Perroud,1998,"Le mari sentimental, ou le mariage comme il y en a quelques-uns. Lettres                        d'un homme du pays de vaud, écrites en 178...",Samuel de Constant,"Genève, Lausanne",unknown,1783,Athena,"Henning Gebhard, Johanna Konstanciak","La plus grande félicité est, je crois, d'épouser sa maîtresse ; c'est la volupté
de l'amour sous les auspices de la vertu.",positive,0.8173741698265076,2,1
57,57,Cottin_Claire,Sophie Ristaud Cottin,1770,1807,Claire d'Albe,F,1798,1824,epistolary,modern,semi-automatic transcription,40093,1,short,99.62,Q464409,Q260,Q2975140,Q1099,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Œuvres complètes. 1, Claire d’Albe",https://fr.wikisource.org/wiki/Claire_d%E2%80%99Albe,Wikisource,2022,Claire d'Albe,Sophie Cottin,Paris,Ménard et Desène fils,1824,Wikisource contributors,Amelie Probst,"« Elise, gronde-moi, si tu veux, je suis heureuse de la satisfaction de mon
amitié pour lui », a déclaré l'épouse de l'écrivain.",positive,0.8369090557098389,2,2
58,58,Crebillon_Atheniennes,Claude Prosper Jolyot de Crébillon,1707,1777,Lettres athéniennes extraites du porte-feuille d'Alcibiade,M,1771,1771,epistolary,modern,semi-automatic transcription,181386,4,long,71.23,Q733161,Q269,Q123193879,Q1037,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Lettres athéniennes extraites du porte-feuille d'Alcibiade,https://www.frantext.fr/,Frantext,unknown,Lettres athéniennes extraites du porte-feuille d'Alcibiade,Claude Prosper Jolyot de Crébillon,Londres & Paris,Delalain,1771,frantext,Johanna Konstanciak,"La beauté, les grâces, la jeunesse, l'esprit, les talents, la réputation la plus
éclatante, et le mieux méritée, de cette tragédie, c'est que celle de qui je
tente la conquête.",positive,0.5488677620887756,2,1
59,59,Crebillon_Conte,Claude Prosper Jolyot de Crébillon,1707,1777,Ah quel conte !,M,1751,1779,mixed,historical,semi-automatic transcription,135948,1,long,54.13,Q733161,Q269,Q123193942,Q1013,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Collection complète des Œuvres, t. 4., Ah quel conte!",https://www.frantext.fr/,Frantext,unknown,Ah quel conte !,Claude Prosper Jolyot de Crébillon,unknown,unknown,1779,frantext,Johanna Konstanciak,"L'éditorial du ""Monde des livres"". Le prince Schézaddin, qui, si l'on en croit
quelques-uns de nos savants, était situé dans la grande presque'île de
Camanfour, malgré les vœux de ses sujets.",neutral,0.8168993592262268,1,1
60,60,Crebillon_Nuit,Claude Prosper Jolyot de Crébillon,1707,1777,"La Nuit et le moment, ou les Matines de Cythère",M,1755,1756,dialogue novel,modern,semi-automatic transcription,32279,1,short,55.16,Q733161,Q269,Q30738391,Q1015,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,La Nuit et le Moment : Dialogue,https://fr.wikisource.org/wiki/La_Nuit_et_le_Moment,Wikisource,2022,"La Nuit et le moment, ou les Matines de Cythère, dialogue",Claude Prosper Jolyot de Crébillon,Amsterdam,J. H. Schneider,1756,Wikisource contributors,Amelie Probst,"C'est à voir. La nuit et le week-end, je ne vous embarassé-je pas, mon intention
n'est point de vous en faire mystère : mais voudra-vous bien me dire aussi
pourquoi vous avez été si étonnée de me voir vous faire ma cour, et je ne",negative,0.831653356552124,0,1
61,61,DamiensGomicourt_Dorval,August-Pierre Damiens de Gomicourt,1723,1790,Dorval ou mémoires pour servir à l'histoire des moeurs du XVIIIe siècle,M,1769,1769,heterodiegetic,historical,semi-automatic transcription,73464,2,medium,69.30,Q60845151,Q275,Q123193880,Q1690,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2023,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Dorval, ou Mémoires pour servir à l'histoire des mœurs du dix-huitieme …","https://archive.org/details/dorvaloummoires00gomigoog/, https://archive.org/details/dorvaloummoires00merigoog/",Internet Archive,2009,"Dorval, ou Mémoires pour servir a l’histoire des mœurs du dix-huitieme                        siecle",Auguste-Pierre Damiens de Gomicourt,"Amsterdam, Paris",Mérigot jeune,1769,Internet Archive / Oxford University,Johanna Konstanciak,"L'histoire d'un homme qui a su se défendre de l'orgueil et de son goût pour
l'honneur.",positive,0.8251255750656128,2,1
62,62,Denon_Point,Dominique Vivant,1747,1825,Point de lendemain,M,1777,1876,autodiegetic,modern,semi-automatic transcription,7837,1,short,79.15,Q468618,Q296,Q929438,Q3982,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Point de lendemain,https://www.frantext.fr/,Frantext,unknown,Point de lendemain,Dominique-Vivant Denon,Paris,unknown,1876,frantext,Johanna Konstanciak,"Le conte. La comtesse de* me prit sans m'aimer, continua Damon: elle me trompa.
Je me fâchai, elle me conduisa. J'étais loin de m' aimer à la folie; je me
fompa, je me fit voler la tête. Je",negative,0.9014784097671509,0,1
63,63,Diderot_Jacques,Denis Diderot,1713,1784,Jacques le fataliste et son maître,M,1796,1765-1784,dialogue novel,modern,semi-automatic transcription,93744,1,medium,97.21,Q448,Q306,Q945216,Q1088,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Jacques le fataliste et son maître,https://www.ebooksgratuits.com/details.php?book=184,Ebooks Libres & Gratuits,2012,Jacques le fataliste et son maître,Denis Diderot,unknown,unknown,1765-1784,"Ebooks libres et gratuits contributors: Jean-Marc, PatriceC, Coolmicro.",Julia Dudar,"« La Matinale du Monde » publie tous les dimanches le strip « Leumonde.fr »
d'Antoine Marchalot.",neutral,0.8594812154769897,1,1
64,64,Diderot_Neveu,Denis Diderot,1713,1784,Le Neveu de Rameau,M,1774,1862,dialogue novel,modern,semi-automatic transcription,33211,1,short,1,Q448,Q306,Q1336786,Q3978,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Le Neveu de Rameau,https://fr.wikisource.org/wiki/Le_Neveu_de_Rameau_(nouvelle_%C3%A9dition_par_Charles_Asselineau),Wikisource,2020,Le Neveu de Rameau,Denis Diderot,Paris,Poulet-Malassis,1862,Wikisource contributors,Julia Dudar,"La chronique de Roger-Pol Droit, à propos de ""Vers d'échecs"", d'Olivier Dahan.",neutral,0.8508618474006653,1,1
